user0	2	1.0	0.9958643731296314
user1	1	1.0	0.9993937282298413
user2	0	1.0	0.9999546000702375
user3	1	1.0	0.9993937282298413
user4	1	1.0	0.9993937282298413
user5	7	1.0	0.706114276425478
user6	2	1.0	0.9958643731296314
user7	0	1.0	0.9999546000702375
user8	0	1.0	0.9999546000702375
user9	0	1.0	0.9999546000702375
user10	1	1.0	0.9993937282298413
user11	0	1.0	0.9999546000702375
user12	2	1.0	0.9958643731296314
user13	12	1.0	0.2390877407927321
user14	1	1.0	0.9993937282298413
user15	4	1.0	0.950803958651731
user16	2	1.0	0.9958643731296314
user17	1	1.0	0.9993937282298413
user18	7	1.0	0.706114276425478
user19	4	1.0	0.950803958651731
user20	0	1.0	0.9999546000702375
user21	8	1.0	0.5963388670797799
user22	1	1.0	0.9993937282298413
user23	0	1.0	0.9999546000702375
user24	2	1.0	0.9958643731296314
user25	0	1.0	0.9999546000702375
user26	8	1.0	0.5963388670797799
user27	0	1.0	0.9999546000702375
user28	0	1.0	0.9999546000702375
user29	0	1.0	0.9999546000702375
user30	4	1.0	0.950803958651731
user31	1	1.0	0.9993937282298413
user32	1	1.0	0.9993937282298413
user33	4	1.0	0.950803958651731
user34	7	1.0	0.706114276425478
user35	2	1.0	0.9958643731296314
user36	1	1.0	0.9993937282298413
user37	1	1.0	0.9993937282298413
user38	3	1.0	0.9828489622570185
user39	6	1.0	0.808523248958745
user40	3	1.0	0.9828489622570185
user41	0	1.0	0.9999546000702375
user42	0	1.0	0.9999546000702375
user43	0	1.0	0.9999546000702375
user44	8	1.0	0.5963388670797799
user45	0	1.0	0.9999546000702375
user46	2	1.0	0.9958643731296314
user47	1	1.0	0.9993937282298413
user48	0	1.0	0.9999546000702375
user49	0	1.0	0.9999546000702375
user50	4	1.0	0.950803958651731
user51	0	1.0	0.9999546000702375
user52	0	1.0	0.9999546000702375
user53	1	1.0	0.9993937282298413
user54	0	1.0	0.9999546000702375
user55	0	1.0	0.9999546000702375
user56	0	1.0	0.9999546000702375
user57	0	1.0	0.9999546000702375
user58	6	1.0	0.808523248958745
user59	0	1.0	0.9999546000702375
user60	0	1.0	0.9999546000702375
user61	2	1.0	0.9958643731296314
user62	0	1.0	0.9999546000702375
user63	8	1.0	0.5963388670797799
user64	5	1.0	0.8926114379824522
user65	3	1.0	0.9828489622570185
user66	2	1.0	0.9958643731296314
user67	0	1.0	0.9999546000702375
user68	1	1.0	0.9993937282298413
user69	3	1.0	0.9828489622570185
user70	8	1.0	0.5963388670797799
user71	3	1.0	0.9828489622570185
user72	10	1.0	0.3921764686764122
user73	4	1.0	0.950803958651731
user74	0	1.0	0.9999546000702375
user75	0	1.0	0.9999546000702375
user76	3	1.0	0.9828489622570185
user77	2	1.0	0.9958643731296314
user78	5	1.0	0.8926114379824522
user79	1	1.0	0.9993937282298413
user80	4	1.0	0.950803958651731
user81	4	1.0	0.950803958651731
user82	3	1.0	0.9828489622570185
user83	2	1.0	0.9958643731296314
user84	0	1.0	0.9999546000702375
user85	4	1.0	0.950803958651731
user86	7	1.0	0.706114276425478
user87	1	1.0	0.9993937282298413
user88	4	1.0	0.950803958651731
user89	4	1.0	0.950803958651731
user90	2	1.0	0.9958643731296314
user91	0	1.0	0.9999546000702375
user92	5	1.0	0.8926114379824522
user93	1	1.0	0.9993937282298413
user94	1	1.0	0.9993937282298413
user95	2	1.0	0.9958643731296314
user96	4	1.0	0.950803958651731
user97	2	1.0	0.9958643731296314
user98	5	1.0	0.8926114379824522
user99	2	1.0	0.9958643731296314
