"user","TimeUnit 1","TimeUnit 2","TimeUnit 3","TimeUnit 4","TimeUnit 5","TimeUnit 6","TimeUnit 7","TimeUnit 8","TimeUnit 9","TimeUnit 10","TimeUnit 11","TimeUnit 12","TimeUnit 13","TimeUnit 14","TimeUnit 15","TimeUnit 16","TimeUnit 17","TimeUnit 18","TimeUnit 19","TimeUnit 20","TimeUnit 21","TimeUnit 22","TimeUnit 23","TimeUnit 24","TimeUnit 25","TimeUnit 26","TimeUnit 27","TimeUnit 28","TimeUnit 29","TimeUnit 30","TimeUnit 31","TimeUnit 32","TimeUnit 33","TimeUnit 34","TimeUnit 35","TimeUnit 36","TimeUnit 37","TimeUnit 38","TimeUnit 39","TimeUnit 40","TimeUnit 41","TimeUnit 42","TimeUnit 43","TimeUnit 44","TimeUnit 45","TimeUnit 46","TimeUnit 47","TimeUnit 48","TimeUnit 49","TimeUnit 50","TimeUnit 51","TimeUnit 52","TimeUnit 53","TimeUnit 54","TimeUnit 55","TimeUnit 56","TimeUnit 57","TimeUnit 58","TimeUnit 59","TimeUnit 60","TimeUnit 61","TimeUnit 62","TimeUnit 63","TimeUnit 64","TimeUnit 65","TimeUnit 66","TimeUnit 67","TimeUnit 68","TimeUnit 69","TimeUnit 70","TimeUnit 71","TimeUnit 72","TimeUnit 73","TimeUnit 74","TimeUnit 75","TimeUnit 76","TimeUnit 77","TimeUnit 78","TimeUnit 79","TimeUnit 80","TimeUnit 81","TimeUnit 82","TimeUnit 83","TimeUnit 84","TimeUnit 85","TimeUnit 86","TimeUnit 87","TimeUnit 88","TimeUnit 89","TimeUnit 90","TimeUnit 91","TimeUnit 92","TimeUnit 93","TimeUnit 94","TimeUnit 95","TimeUnit 96","TimeUnit 97","TimeUnit 98","TimeUnit 99","TimeUnit 100","TimeUnit 101"
"user0","0.9558644858175338","1.0339266200368005","1.0493548525738465","1.0339266200368005","0.0","0.0","0.8926550638780095","0.0","0.0","0.0","0.9898172148638767","0.8926550638780095","0.0","0.0","1.0339266200368005","0.0","0.0","1.0493548525738465","0.9558644858175338","0.0","0.0","0.9898172148638767","0.0","0.0","1.0494013875859265","0.0","0.0","0.0","0.9559180118569548","0.0","0.0","0.9898680107590966","0.0","1.0339742004570212","0.0","1.0474990379337143","0.0","0.9562557983455366","0.0","0.0","0.0","0.0","0.0","1.0342744823799068","0.0","0.0","0.9901885763616488","0.0","0.8930886425111317","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0474990379337143","1.0496950745892886","0.8930886425111317","0.0","0.9562557983455366","0.9562557983455366","1.0496950745892886","1.0496950745892886","0.8930886425111317","0.0","0.0","1.0342744823799068","0.8930886425111317","0.0","0.0","0.0","1.0474990379337143","0.0","0.9562557983455366","0.0","0.0","0.8930886425111317","0.0","1.0353950778217778","1.0507911000177048","0.0","0.0","0.0","1.0485985073089639","0.0","0.0","1.0485985073089639","1.0507911000177048","0.957516072738185","0.9913847250074381","0.0","0.0","0.8944847040002283","0.0","0.0","0.0","0.0","0.0",""
"user1","0.9060109512288044","0.0","0.9060109512288044","0.0","0.0","0.0","0.0","0.0","0.9060109512288044","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9676681669494513","0.0","0.0","0.0","0.0","0.9676938433935867","0.967855905762017","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.967855905762017","0.9068859334115013","0.9684609555390677","0.0","0.0","0.0","0.0","0.0","0.0","0.9068859334115013","0.9085862759589017","0.0","0.0","0.0","0.0","0.0","0.970002068813903","0.0","0.0","0.9085862759589017","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9085862759589017","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9730026347443658","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",""
"user2","0.0","0.8735594973281811","0.868232761099875","0.8721312029134731","0.0","0.0","0.9661804302002951","0.9361266450337905","0.9400341700288058","0.0","0.8589839038988814","0.8888863918806628","0.0","0.0","0.0","0.945484878905186","0.0","0.9806510294020572","0.8673574942558508","0.0","0.0","0.980802356546019","0.0","0.0","0.8780505174572336","0.0","0.0","0.0","0.8780524746572916","0.8673846798071059","0.0","0.9473830021325876","0.0","0.9808040667938478","0.0","0.9473830021334592","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9473830021334594","0.9038303740649047","0.9473830021334594","0.9473830021334594","0.0","0.9787406117808458","0.8780525365304747","0.0","0.0","0.8780525365304747","0.0","0.0","0.0","0.0","0.8673846803774503","0.9473830021334594","0.0","0.0","0.9787406117808458","0.0","0.9038303740649047","0.9038303740649047","0.9787406117808458","0.0","0.9808040667946754","0.8673846803774503","0.9038303740649047","0.0","0.0","0.9808040667946754","0.0","0.0","0.8780525365304747","0.0","0.0","0.0","0.0","0.9038303740649047","0.9808040667946754","0.0","0.9473830021334594","0.0","0.9808040667946754","0.0","0.0","0.8673846803774503","0.0","0.9787406117808458","0.8933994269136053","0.0","0.0","0.9038303740649047","0.0","0.0","0.0","0.0","0.0",""
"user3","0.7006880741809618","0.8458499562245906","0.0","0.0","0.8458499562245906","0.0","0.0","0.7530270479971647","0.7534266811957074","0.0","0.8282356741233611","0.701307657946091","0.0","0.0","0.8469724392144161","0.8415772894212241","0.0","0.8570578107217572","0.7554753347296321","0.0","0.0","0.8585665477026183","0.0","0.0","0.8585665477026183","0.0","0.0","0.0","0.0","0.8585665477026183","0.8336741638642521","0.8515836999202987","0.0","0.8451627819270081","0.0","0.7082699982721578","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8362022054708063","0.0","0.8420324192706746","0.859682790701094","0.0","0.0","0.8560915573508256","0.0","0.0","0.862391040221871","0.7751068002210822","0.0","0.0","0.0","0.7751068002210822","0.0","0.8471292424372353","0.0","0.8599178609335294","0.8673834133645629","0.7783546740152018","0.0","0.8673834133645629","0.0","0.7289364159962447","0.8500879230536935","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8612520457069957","0.7784865328493986","0.0","0.8674955427304906","0.0","0.0","0.0","0.0","0.8500892144951208","0.8500892144951208","0.8762165338603743","0.8612520845256327","0.0","0.0","0.867495543077431","0.0","0.867495543077431","0.0","0.0","0.0",""
"user4","1.0212921104804398","0.9198643078219754","0.0","0.0","0.8628960182929266","0.0","0.0","0.0","1.0212921104804398","0.0","0.0","0.0","0.0","0.0","0.8472006223257152","0.0","0.0","0.0","0.8472006223257152","0.0","0.0","0.9193004634485883","0.0","0.0","0.0","0.0","0.0","0.0","0.9199024321141078","0.9193004634485883","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9193004634485883","0.862937979444997","1.0213246990712528","0.0","0.0","0.0","0.0","0.0","0.9199024321141078","0.0","0.0","0.0","0.0","0.0","0.8472437548581992","0.7866996789603843","0.0","1.0213246990712528","0.9199024321141078","0.0","0.8472437548581992","0.7870038879405735","0.0","0.0","0.0","0.919541309695656","0.0","0.0","0.0","1.0215303828708644","0.0","0.0","0.8632027941562662","0.0","0.0","0.0","0.0","0.8632027941562662","0.0","0.0","0.0","0.0","0.0","0.7870038879405735","0.9201430420685438","0.0","0.8475159586853004","0.0","0.0","0.0","0.7870038879405735","0.0","0.7870038879405735","0.0","0.0","0.0",""
"user5","0.0","0.0","0.0","0.9884039139610563","0.8315292072210447","0.0","0.8944966919142926","0.0","0.8602137637195197","0.0","0.0","0.9309319350034558","0.0","0.0","0.0","0.9402968001575871","0.0","0.8900984304784054","0.9561311843923503","0.0","0.9003791083785061","1.021660463918666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9576890592386421","0.0","1.0503854175707144","0.0","1.0503855294366276","0.0","0.9007942707096902","0.0","1.050385530458314","0.0","0.0","0.0","0.0","0.0","0.9505417731883288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.021711228956551","0.0","0.0","0.0","1.021711228956551","0.0","0.0","0.0","0.9007942707119346","0.9505417731883288","0.9007942707119346","0.9007942707119346","0.0","0.0","1.0503855304583145","0.9576932905985004","0.0","0.0","0.0","0.9576932905985004","0.0","0.0","0.0","0.0","0.0","0.9505417731883288","0.0","0.0","0.0","0.0","1.021711228956551","0.0","0.0","0.0","1.021711228956551","0.0","1.0503855304583145","0.9505417731883288","0.0","0.0","0.0","0.9576932905985004","0.0","0.9505417731883288","0.0","0.0","0.0",""
"user6","0.918500132695266","0.0","0.9622600735751059","1.0446433287558101","0.8231960647622438","0.0","0.0","0.0","0.9622600735751059","0.8778053558746433","0.8778053558746433","0.0","0.0","0.0","0.8724734488009567","0.0","0.0","0.0","0.8231960647622438","0.0","0.8724734488009567","0.8231960647622438","0.8231960647622438","0.0","0.0","0.0","0.0","0.0","0.9622600735751059","0.9612602365971377","0.8778053558746433","0.8778053558746433","0.0","0.8781468882972512","0.0","0.872818115246211","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0458884054923678","0.874103868874695","0.9200098035684635","0.0","0.0","0.0","0.874103868874695","0.0","0.0","1.0458884054923678","0.9626704898481615","0.0","0.0","0.0","0.0","0.8249746632817737","0.9200098035684635","0.0","0.8249746632817737","1.0458884054923678","0.8249746632817737","0.0","0.8794209775998845","0.0","0.8826591094720735","1.0483874975758711","0.9654993737657005","0.0","0.0","0.0","0.8889350575114331","0.0","0.8889350575114331","0.883703715831307","0.0","0.0","0.0","0.8889350575114331","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8889350575114331","0.8889350575114331","0.8354314748304529","0.0","0.0","0.0","0.9719758886770743","0.0","0.8354314748304529","0.0","0.0","0.0",""
"user7","0.0","0.0","0.0","0.9434656747178258","0.0","0.0","0.0","0.951276980872801","0.0","0.8337053130200618","0.0","0.0","0.0","0.0","0.9766759076244945","0.99566329275217","0.0","0.9180434716329585","0.0","0.0","0.0","0.9389789052312069","0.0","0.0","1.0641232686804658","0.0","0.0","0.0","0.0","1.0735249529334907","0.0","0.9760766390049949","0.0","0.0","0.0","0.0","0.0","0.9767693249623016","0.0","0.0","0.0","0.0","0.0","0.0","1.0184539115069702","1.0184541704653916","0.0","0.0","0.0","1.0817673271912764","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0817673271950452","1.066438409338278","0.0","0.0","1.0184541728304946","1.0817673271950459","0.9768893395678169","1.082141566547422","1.0817673271950459","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.082141566547422","0.0","0.0","1.066438409338278","0.0","0.0","0.0","0.9768893395678169","1.0184541728304946","0.0","1.0817673271950459","0.0","0.0","0.0","0.0","0.9768893395678169","0.0","0.0","0.0","0.0","0.0","0.9768893395678169","0.0","0.0","0.0","0.0","0.0",""
"user8","0.9959980971599012","0.9417573151615493","0.0","0.9959980971599012","0.9983334713270148","0.0","0.9959980971599012","0.0","0.9959980971599012","0.0","0.9959980971599012","0.8725387251169581","0.0","0.0","0.9983334713270148","0.9417573151615493","0.0","0.8773935038086542","0.0","0.0","1.0585725417553613","0.0","0.9959980971599012","0.0","0.8701270466807357","0.0","0.0","0.0","0.8725387251169581","0.0","0.8701270466807357","0.9959980971599012","0.0","0.8773935038086542","0.0","0.9983334713270148","0.0","1.0598548816637652","0.0","0.0","0.0","0.0","0.0","0.8742513507387687","0.0","0.0","0.0","0.0","0.0","1.0032918420954673","0.0","0.0","0.0","0.8834031522804195","0.0","0.0","0.0","0.8869994021890432","0.0","0.8846466557929666","0.0","0.0","1.0101904195316025","1.0212866571490173","0.8981437940639043","0.0","0.0","0.0","1.03475529513696","0.0","0.0","0.0","1.0940849998430213","0.0","0.0","0.9237899774171856","0.0","0.0","0.9170691065564252","0.0","1.0369610492210948","0.9237899774171856","0.0","0.9170691065564252","0.0","1.03475529513696","0.0","0.9192985738975259","1.0940849998430213","0.9192985738975259","0.0","0.9837350895987749","0.0","0.0","0.9432734668124899","0.0","0.9475957099378628","0.0","0.0","0.0",""
"user9","0.9420014374242711","0.9979852611107969","0.0","0.0","0.9979852611107969","0.0","0.0","0.0","0.0","0.9420014374242711","0.0","0.9277767305400363","0.0","0.0","1.007478597575618","1.007478597575618","0.0","0.0","0.9420014374242711","0.0","0.9277767305400363","1.0076800917389153","0.0","0.0","1.0076800917389153","0.0","0.0","0.0","0.7979051264233629","1.0076800917389153","1.0076800917389153","0.0","0.0","0.0","0.0","0.9422242947690179","0.0","0.9981896364368429","0.0","0.0","0.0","0.0","0.0","0.9981896364368429","0.9280047311975381","0.0","0.7979051264233629","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9422242947690179","0.9288557212799786","0.0","0.0","0.9989525580552013","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9310215894475057","0.0","0.0","0.0","0.8016849367430275","0.0","0.0","0.8016849367430275","0.0","0.0","0.0","0.9310215894475057","0.9310215894475057","0.0","0.9451733852547621","0.0","0.0","0.0","0.0","0.0","0.9310215894475057","1.010347519121004","0.0","0.0","0.0","0.0","0.0","0.9310215894475057","0.0","0.0","0.0",""
